INFO:root:Starting EM-Lab Run
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
WARNING:root:No value found for class: node, object: CO2, parameter: annual_resource_limit
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
INFO:root:Object Class not defined: financialPowerPlantReports
